Destination,Origin,Rejected
United Kingdom,New Caledonia,0
United Kingdom,Niger,*
United Kingdom,Niger,0
United Kingdom,Niger,*
United Kingdom,Norfolk Island,0
United Kingdom,Norfolk Island,0
United Kingdom,Norfolk Island,
United Kingdom,Nigeria,*
United Kingdom,Nigeria,280
United Kingdom,Nigeria,1126
United Kingdom,Nicaragua,*
United Kingdom,Nicaragua,0
United Kingdom,Nicaragua,0
United Kingdom,Niue,
United Kingdom,Niue,0
United Kingdom,Niue,0
United Kingdom,Netherlands,0
United Kingdom,Netherlands,*
United Kingdom,Netherlands,0
United Kingdom,Norway,0
United Kingdom,Norway,0
United Kingdom,Norway,0
United Kingdom,Nepal,0
United Kingdom,Nepal,105
United Kingdom,Nepal,27
United Kingdom,Nauru,0
United Kingdom,Nauru,0
United Kingdom,Nauru,0
United Kingdom,New Zealand,0
United Kingdom,New Zealand,0
United Kingdom,New Zealand,*
United Kingdom,Oman,0
United Kingdom,Oman,*
United Kingdom,Oman,0
United Kingdom,Pakistan,*
United Kingdom,Pakistan,769
United Kingdom,Pakistan,2236
United Kingdom,Panama,*
United Kingdom,Panama,*
United Kingdom,Panama,0
United Kingdom,Peru,0
United Kingdom,Peru,0
United Kingdom,Peru,0
United Kingdom,Philippines,52
United Kingdom,Philippines,21
United Kingdom,Philippines,0
United Kingdom,Palau,0
United Kingdom,Palau,0
United Kingdom,Palau,0
United Kingdom,Papua New Guinea,*
United Kingdom,Papua New Guinea,0
United Kingdom,Papua New Guinea,*
United Kingdom,Poland,30
United Kingdom,Poland,0
United Kingdom,Poland,*
United Kingdom,Puerto Rico,
United Kingdom,Puerto Rico,0
United Kingdom,Puerto Rico,0
United Kingdom,Dem. People's Rep. of Korea,0
United Kingdom,Dem. People's Rep. of Korea,21
United Kingdom,Dem. People's Rep. of Korea,*
United Kingdom,Portugal,5
United Kingdom,Portugal,0
United Kingdom,Portugal,0
United Kingdom,Paraguay,0
United Kingdom,Paraguay,0
United Kingdom,Paraguay,0
United Kingdom,Palestinian,79
United Kingdom,Palestinian,38
United Kingdom,Palestinian,0
United Kingdom,French Polynesia,0
United Kingdom,French Polynesia,0
United Kingdom,French Polynesia,
United Kingdom,Qatar,0
United Kingdom,Qatar,0
United Kingdom,Qatar,0
United Kingdom,Romania,17
United Kingdom,Romania,0
United Kingdom,Romania,*
United Kingdom,Russia,15
United Kingdom,Russia,49
United Kingdom,Russia,0
United Kingdom,Rwanda,*
United Kingdom,Rwanda,0
United Kingdom,Rwanda,15
United Kingdom,Saudi Arabia,16
United Kingdom,Saudi Arabia,0
United Kingdom,Saudi Arabia,*
United Kingdom,Sudan,103
United Kingdom,Sudan,*
United Kingdom,Sudan,145
United Kingdom,Senegal,0
United Kingdom,Senegal,17
United Kingdom,Senegal,10
United Kingdom,Singapore,0
United Kingdom,Singapore,0
United Kingdom,Singapore,0
United Kingdom,Svalbard and Jan Mayen,0
United Kingdom,Svalbard and Jan Mayen,0
United Kingdom,Svalbard and Jan Mayen,
United Kingdom,Solomon Islands,0
United Kingdom,Solomon Islands,0
United Kingdom,Solomon Islands,0
United Kingdom,Sierra Leone,39
United Kingdom,Sierra Leone,0
United Kingdom,Sierra Leone,17
United Kingdom,El Salvador,7
United Kingdom,El Salvador,26
United Kingdom,El Salvador,0
United Kingdom,San Marino,0
United Kingdom,San Marino,0
United Kingdom,San Marino,0
United Kingdom,Somalia,0
United Kingdom,Somalia,167
United Kingdom,Somalia,122
United Kingdom,Saint-Pierre-et-Miquelon,
United Kingdom,Saint-Pierre-et-Miquelon,0
United Kingdom,Saint-Pierre-et-Miquelon,0
United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),9
United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),*
United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),*
United Kingdom,South Sudan,0
United Kingdom,South Sudan,*
United Kingdom,South Sudan,0
United Kingdom,Sao Tome and Principe,0
United Kingdom,Sao Tome and Principe,0
United Kingdom,Sao Tome and Principe,
United Kingdom,Suriname,0
United Kingdom,Suriname,0
United Kingdom,Suriname,0
United Kingdom,Slovakia,0
United Kingdom,Slovakia,*
United Kingdom,Slovakia,*
United Kingdom,Slovenia,0
United Kingdom,Slovenia,0
United Kingdom,Slovenia,0
United Kingdom,Sweden,*
United Kingdom,Sweden,0
United Kingdom,Sweden,0
United Kingdom,Swaziland,0
United Kingdom,Swaziland,*
United Kingdom,Swaziland,9
United Kingdom,Seychelles,0
United Kingdom,Seychelles,*
United Kingdom,Seychelles,*
United Kingdom,Syrian Arab Rep.,93
United Kingdom,Syrian Arab Rep.,0
United Kingdom,Syrian Arab Rep.,143
United Kingdom,Turks and Caicos Islands,0
United Kingdom,Turks and Caicos Islands,
United Kingdom,Turks and Caicos Islands,0
United Kingdom,Chad,0
United Kingdom,Chad,10
United Kingdom,Chad,*
United Kingdom,Togo,0
United Kingdom,Togo,*
United Kingdom,Togo,*
United Kingdom,Thailand,*
United Kingdom,Thailand,7
United Kingdom,Thailand,0
United Kingdom,Tibetan,
United Kingdom,Tajikistan,0
United Kingdom,Tajikistan,0
United Kingdom,Tajikistan,0
United Kingdom,Turkmenistan,6
United Kingdom,Turkmenistan,0
United Kingdom,Turkmenistan,0
United Kingdom,Timor-Leste,0
United Kingdom,Timor-Leste,0
United Kingdom,Timor-Leste,0
United Kingdom,Tonga,0
United Kingdom,Tonga,0
United Kingdom,Tonga,0
United Kingdom,Trinidad and Tobago,5
United Kingdom,Trinidad and Tobago,34
United Kingdom,Trinidad and Tobago,0
United Kingdom,Tunisia,25
United Kingdom,Tunisia,0
United Kingdom,Tunisia,13
United Kingdom,Turkey,176
United Kingdom,Turkey,73
United Kingdom,Turkey,0
United Kingdom,Tuvalu,0
United Kingdom,Tuvalu,0
United Kingdom,Tuvalu,0
United Kingdom,United Rep. of Tanzania,20
United Kingdom,United Rep. of Tanzania,37
United Kingdom,United Rep. of Tanzania,0
United Kingdom,Uganda,0
United Kingdom,Uganda,128
United Kingdom,Uganda,51
United Kingdom,Ukraine,105
United Kingdom,Ukraine,34
United Kingdom,Ukraine,0
United Kingdom,Uruguay,0
United Kingdom,Uruguay,0
United Kingdom,Uruguay,0
United Kingdom,United States,0
United Kingdom,United States,*
United Kingdom,United States,24
United Kingdom,Uzbekistan,0
United Kingdom,Uzbekistan,11
United Kingdom,Uzbekistan,7
United Kingdom,Holy See (the),0
United Kingdom,Holy See (the),0
United Kingdom,Holy See (the),0
United Kingdom,Saint Vincent and the Grenadines,0
United Kingdom,Saint Vincent and the Grenadines,*
United Kingdom,Saint Vincent and the Grenadines,6
United Kingdom,Venezuela (Bolivarian Republic of),6
United Kingdom,Venezuela (Bolivarian Republic of),5
United Kingdom,Venezuela (Bolivarian Republic of),0
United Kingdom,British Virgin Islands,
United Kingdom,Viet Nam,95
United Kingdom,Viet Nam,12
United Kingdom,Viet Nam,181
United Kingdom,Vanuatu,0
United Kingdom,Vanuatu,0
United Kingdom,Vanuatu,0
United Kingdom,Wallis and Futuna Islands ,0
United Kingdom,Wallis and Futuna Islands ,0
United Kingdom,Wallis and Futuna Islands ,
United Kingdom,Samoa,0
United Kingdom,Samoa,0
United Kingdom,Samoa,0
United Kingdom,Stateless,*
United Kingdom,Stateless,231
United Kingdom,Stateless,40
United Kingdom,Various/Unknown,*
United Kingdom,Various/Unknown,0
United Kingdom,Various/Unknown,*
United Kingdom,Yemen,37
United Kingdom,Yemen,0
United Kingdom,Yemen,12
United Kingdom,South Africa,49
United Kingdom,South Africa,15
United Kingdom,South Africa,0
United Kingdom,Zambia,0
United Kingdom,Zambia,6
United Kingdom,Zambia,22
United Kingdom,Zimbabwe,135
United Kingdom,Zimbabwe,0
United Kingdom,Zimbabwe,223
